research_question,prompt,sqp,news,rouge_l,semantic_similarity,bigram_overlap,unigram_overlap,question_similarity,system_fingerprint,random_seed,temperature
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.05248,0.48725,0.06186,0.3271,0.0,fp_50cad350e4,118516851,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.06996,0.53174,0.08571,0.38261,0.0,fp_50cad350e4,118516851,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.07686,0.53184,0.09524,0.4087,0.0,fp_50cad350e4,118516851,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.07148,0.53172,0.125,0.39344,0.0,fp_50cad350e4,118516851,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.08117,0.52023,0.13393,0.40984,0.0,fp_50cad350e4,118516851,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.07376,0.52376,0.06504,0.42105,0.0,fp_50cad350e4,118516851,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.09045,0.53097,0.05714,0.3913,0.0,fp_50cad350e4,118516851,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.06184,0.53165,0.07826,0.4,0.0,fp_50cad350e4,118516851,1.2
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.06267,0.47999,0.15833,0.39231,0.1,fp_50cad350e4,118516851,1.2
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.07148,0.56138,0.07339,0.39496,0.0,fp_50cad350e4,118516851,1.2
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.062,0.51647,0.08824,0.36607,0.0,fp_50cad350e4,118516851,1.2
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.07891,0.53104,0.05556,0.41176,0.0,fp_50cad350e4,118516851,1.2
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.07777,0.52182,0.13514,0.41322,0.0,fp_50cad350e4,118516851,1.2
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.07061,0.51631,0.11207,0.43651,0.0,fp_50cad350e4,118516851,1.2
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.05495,0.48871,0.11236,0.40404,0.0,fp_50cad350e4,118516851,1.2
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.08361,0.50708,0.08163,0.36111,0.0,fp_50cad350e4,204132357,0.8
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.06892,0.5266,0.09259,0.38983,0.0,fp_50cad350e4,204132357,0.8
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.04636,0.49932,0.14103,0.40909,0.0,fp_50cad350e4,204132357,0.8
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.10157,0.54569,0.10833,0.40769,0.0,fp_50cad350e4,204132357,0.8
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.07305,0.5157,0.09259,0.41525,0.0,fp_50cad350e4,204132357,0.8
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.07118,0.52021,0.07143,0.39344,0.0,fp_50cad350e4,204132357,0.8
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.07258,0.51133,0.12727,0.425,0.0,fp_50cad350e4,204132357,0.8
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.06323,0.51768,0.09709,0.37168,0.0,fp_50cad350e4,204132357,0.8
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.0778,0.53238,0.08108,0.42149,0.0,fp_50cad350e4,204132357,0.9
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.05835,0.49431,0.08602,0.34951,0.0,fp_50cad350e4,204132357,0.9
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.05991,0.51717,0.15534,0.45133,0.0,fp_50cad350e4,204132357,0.9
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.09072,0.5341,0.15094,0.40517,0.0,fp_50cad350e4,204132357,0.9
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.06455,0.49647,0.15152,0.44954,0.0,fp_50cad350e4,204132357,0.9
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.08518,0.52897,0.12745,0.44643,0.0,fp_50cad350e4,204132357,0.9
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.07793,0.52359,0.16667,0.41935,0.0,fp_50cad350e4,204132357,0.9
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.06282,0.4616,0.13821,0.40602,0.0,fp_50cad350e4,204132357,0.9
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.06092,0.50142,0.08738,0.39823,0.0,fp_50cad350e4,204132357,1.0
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.06944,0.53953,0.11538,0.37719,0.0,fp_50cad350e4,204132357,1.0
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.06154,0.49915,0.16129,0.41748,0.0,fp_50cad350e4,204132357,1.0
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.07653,0.52627,0.15179,0.44262,0.0,fp_50cad350e4,204132357,1.0
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,False,0.07025,0.4987,0.11111,0.4322,0.0,fp_50cad350e4,204132357,1.0
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,False,True,0.07689,0.5115,0.16071,0.47541,0.0,fp_50cad350e4,204132357,1.0
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,False,0.06679,0.52522,0.13115,0.44697,0.0,fp_50cad350e4,204132357,1.0
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt.txt,True,True,0.06282,0.4816,0.10092,0.42857,0.0,fp_50cad350e4,204132357,1.0
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,False,0.06665,0.49142,0.09,0.35455,0.0,fp_50cad350e4,204132357,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,False,True,0.05998,0.52062,0.10989,0.40594,0.0,fp_50cad350e4,204132357,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,False,0.05827,0.5334,0.12245,0.43519,0.0,fp_50cad350e4,204132357,1.1
"
    What impact has the rise of digital gaming had on social engagement and mental health among teenagers in urban areas?
    Target Demographics: Teenagers aged 13-18 living in urban settings who actively engage in digital gaming (at least 5 hours per week).
    Topics in Survey:

        Types and frequency of games played (single-player, multiplayer, mobile, console, etc.)
        Social interactions facilitated through gaming (with friends, strangers, online communities)
        Perceived benefits and drawbacks of gaming on social skills and relationships
        Impact of gaming on mental well-being (stress relief, potential addiction, feelings of isolation, etc.)
        Parent or guardian attitudes toward the respondent's gaming habits
    ",tests/ablation_prompts/base_system_prompt_just_the_output_format.txt,True,True,0.07006,0.47503,0.07921,0.3964,0.0,fp_50cad350e4,204132357,1.1
